5.82,2.52,18.84,12.76,0.35,0.0,25.35,8.59,44.88,34.81,4.77,2.17,31.16,11.11,63.72,47.57,5.12,2.17,1.1
2.74,0.46,21.81,18.41,0.45,0.0,19.8,4.73,51.64,38.33,3.56,0.68,22.55,5.19,73.44,56.74,4.01,0.68,1.1
